id,numero_recolecta,nombre_cientifico,nombre_comun,habitat,datos_morfologicos,epoca_floracion,epoca_fructificacion,usos_tradicionales,note
854,POL-0879EC3A-2023,Hibiscus rosa-sinensis,Hibisco,,"Hibiscus rosa-sinensis, llamado comúnmente rosa de China, cayena,  amapola, hibisco, gumamela, entre otros nombres,​ es un arbusto caducifolio de la familia de las malváceas, originario de Asia oriental.",,,,
855,POL-4F85BD4A-2024,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
856,POL-41E0935B-2023,Monstera deliciosa,Costilla de Adán,"Monstera deliciosa, llamada comúnmente cerimán o costilla de Adán, es una especie de planta trepadora de la familia Araceae, endémica de selvas tropicales, que se distribuye desde el centro y sur de México hasta el norte de Argentina.[cita requerida]","Monstera deliciosa, llamada comúnmente cerimán o costilla de Adán, es una especie de planta trepadora de la familia Araceae, endémica de selvas tropicales, que se distribuye desde el centro y sur de México hasta el norte de Argentina.[cita requerida]",,,,
857,POL-1E817A9B-2025,Tabebuia rosea,Maculís,"Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú.","Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú. Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",,,"Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",
858,POL-CD78A5C6-2024,Chamaedorea elegans,Palma camedor,,"Chamaedorea elegans, también conocida como camaedorea, pacaya o palmera de salón, es una especie de pequeña palmera perteneciente a la familia Arecaceae. Es muy popular como planta de interior.",,,,
859,POL-401FFD5F-2022,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
860,POL-3CDE2AD0-2025,Ocimum basilicum,Albahaca,"Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo.","Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo. Hay muchas variedades de Ocimum basilicum, así como varias especies relacionadas.","thyrsiflora), Ocimum × citriodorum y el tulsí.",,,
861,POL-8D795DCD-2024,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
862,POL-D21ED500-2023,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
863,POL-91CAEBA6-2023,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
864,POL-D1E037C7-2023,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
865,POL-46337DA7-2024,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
866,POL-69B49B54-2024,Thymus vulgaris,Tomillo,,"El tomillo común (Thymus vulgaris), también tomillo vulgar o simplemente tomillo es un arbusto de la familia de las labiadas ampliamente usado en gastronomía y medicina. Se caracteriza por sus aceites esenciales que producen un olor aromático agradable e intenso, con el que atrae a polinizadores de Diptera e Hymenoptera.​​ Entre las diversas propiedades medicinales que tiene el tomillo se pueden mencionar que es digestivo, antiséptico y vigorizante.​​
Se considera una de las «hierbas mediterráneas», un grupo de plantas aromáticas que se usan en las cocinas tradicionales del Mediterráneo, junto con el romero, el orégano, la mejorana, la albahaca, etcétera.​ El tomillo vulgar se ha adaptado a otros ecosistemas en América, África y Asia.​ No se debe confundir el tomillo vulgar con el tomillo limón (T.",,,"El tomillo común (Thymus vulgaris), también tomillo vulgar o simplemente tomillo es un arbusto de la familia de las labiadas ampliamente usado en gastronomía y medicina.",
867,POL-EA0A3D79-2025,Enterolobium cyclocarpum,Guanacaste,"Es un árbol nativo de América, de regiones tropicales y templadas cálidas.","Enterolobium cyclocarpum es una especie de árbol del orden Fabales, familia Fabaceae. Es un árbol nativo de América, de regiones tropicales y templadas cálidas.",,,Es una especie maderable y a veces se usa como árbol de ornato.,
868,POL-4BBD0FC9-2025,Ocimum basilicum,Albahaca,"Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo.","Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo. Hay muchas variedades de Ocimum basilicum, así como varias especies relacionadas.","thyrsiflora), Ocimum × citriodorum y el tulsí.",,,
869,POL-94038544-2023,Lysiloma latisiliquum,Tzalam,"Habita en zonas con vegetación tropical húmeda y en las cercanías del manglar, en elevaciones menores a los 250 m s.","El tsalam o tzalam (Lysiloma latisiliquum), también llamado abey​ en las Antillas y Venezuela, es un árbol maderable de la familia de las fabáceas. Es nativo de la Florida en el sur de Estados Unidos, las Bahamas, el Caribe, sur de México y el norte de América Central.​ Sin embargo en su mayor parte se encuentra restringido a la península de Yucatán.","Es nativo de la Florida en el sur de Estados Unidos, las Bahamas, el Caribe, sur de México y el norte de América Central.​ Sin embargo en su mayor parte se encuentra restringido a la península de Yucatán.",,"El tsalam o tzalam (Lysiloma latisiliquum), también llamado abey​ en las Antillas y Venezuela, es un árbol maderable de la familia de las fabáceas.",
870,POL-4D0ED7E8-2025,Piscidia piscipula,Jabín,"Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina. El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.","Piscidia piscipula, llamado comúnmente barbasco, palo de agua, jabil, jabín o chijol, es una especie de árbol tropical de tamaño mediano, de hojas caducas, nativa del sur de Florida, los Cayos de la Florida, Tejas, de Antillas y América Latina.",,El árbol tiene valor medicinal como analgésico y sedante.​ Piscidia piscipula fue descrita por (L.) Sarg.,
871,POL-815C64F6-2023,Mentha spicata,Menta,,"Mentha spicata, conocida popularmente como hierbabuena, yerbabuena o menta de jardín, es una especie del género Mentha, una hierba aromática muy empleada en gastronomía y perfumería por su aroma intenso y fresco.",,,,
872,POL-A18DE1E9-2024,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
873,POL-A7A2E125-2024,Enterolobium cyclocarpum,Guanacaste,"Es un árbol nativo de América, de regiones tropicales y templadas cálidas.","Enterolobium cyclocarpum es una especie de árbol del orden Fabales, familia Fabaceae. Es un árbol nativo de América, de regiones tropicales y templadas cálidas.",,,Es una especie maderable y a veces se usa como árbol de ornato.,
874,POL-111FB4E7-2023,Sabal mexicana,Palma real,,"Sabal mexicana, llamado comúnmente palmito mexicano o palma de petate,​ es una especie de la familia de las  Arecaceae nativa de Norteamérica. Está estrechamente emparentado con Sabal guatemalensis, y las dos especies pueden ser sinónimos.​​",,,,
875,POL-E50657C1-2024,Cucurbita pepo,Calabaza,,"Cucurbita pepo es el nombre científico de una especie de plantas cucurbitáceas originaria de Mesoamérica y sur de Estados Unidos, que junto con otras especies emparentadas (Cucurbita maxima, C. moschata, C.",,"argyrosperma) forman un grupo de especies de calabazas cuyas variedades cultivadas, de las que se cosecha su fruto maduro o inmaduro, poseen usos culinarios indistinguibles (son los zapallos, calabacines, zapallitos, zapallo italiano, auyamas, ahuyamas, pipianes, ayotes, zuquini, zucchini, etc).","argyrosperma) forman un grupo de especies de calabazas cuyas variedades cultivadas, de las que se cosecha su fruto maduro o inmaduro, poseen usos culinarios indistinguibles (son los zapallos, calabacines, zapallitos, zapallo italiano, auyamas, ahuyamas, pipianes, ayotes, zuquini, zucchini, etc).",
876,POL-79B6EE27-2024,Ocimum basilicum,Albahaca,"Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo.","Ocimum basilicum es una hierba aromática anual de la familia de las lamiáceas nativa de las regiones tropicales de África Central y el sudeste asiático, que se cultiva desde hace milenios.​ Es una planta tierna y se utiliza en cocinas de todo el mundo. Hay muchas variedades de Ocimum basilicum, así como varias especies relacionadas.","thyrsiflora), Ocimum × citriodorum y el tulsí.",,,
